DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,FAIL
08.18:06:41,1260,0.0,0.9878,0.0,33070,14084,10113,3971,1.2878,0.0,35287,33427,34.156,98.235,83.06,46445,40165,27941,512,0,0,17870,0.0
08.18:06:51,1270,0.0,0.9885,0.0,33064,14070,10090,3980,1.2878,0.0,35313,33446,34.156,98.235,83.06,46451,40172,27939,492,0,0,17870,0.0
08.18:07:01,1280,0.0,0.9885,0.0,33036,14091,10094,3997,1.2878,0.0,35328,33465,34.188,98.234,83.06,46453,40172,28028,494,0,0,17870,0.0
08.18:07:11,1290,0.0,0.9878,0.0,34065,14040,10105,3935,1.2878,0.0,35299,33415,34.188,98.236,83.06,46450,40164,27931,492,0,0,17870,0.0
08.18:07:21,1300,0.0,0.9885,0.0,33090,14077,10108,3969,1.2878,0.0,35311,33426,34.156,98.23299999999999,83.06,46451,40180,27989,488,0,0,17870,0.0
08.18:07:31,1310,0.0,0.9885,0.0,33218,14099,10106,3993,1.2878,0.0,35328,33430,34.156,98.23299999999999,83.06,46454,40164,27983,482,0,0,17870,0.0
08.18:07:41,1320,0.0,0.9878,0.0,32925,14091,10100,3991,1.2878,0.0,35345,33434,34.156,98.235,83.06,46453,40172,28037,504,0,0,17870,0.0
08.18:07:51,1330,0.0,0.9885,0.0,33046,14086,10099,3987,1.2878,0.0,35329,33427,34.156,98.236,83.06,46454,40171,28006,495,0,0,17870,0.0
08.18:08:01,1340,0.0,0.9885,0.0,33023,14084,10106,3978,1.2878,0.0,35322,33401,34.156,98.234,83.06,46453,40171,28003,499,0,0,17870,0.0
08.18:08:11,1350,0.0,0.9885,0.0,33067,14094,10113,3981,1.2878,0.0,35299,33423,34.156,98.234,83.06,46451,40164,27915,494,0,0,17870,0.0
08.18:08:21,1360,0.0,0.9878,0.0,33087,14068,10091,3977,1.2878,0.0,35312,33428,34.156,98.23299999999999,83.059,46453,40180,27990,480,0,0,17870,0.0
08.18:08:31,1370,0.0,0.9878,0.0,33035,14077,10103,3974,1.2878,0.0,35308,33414,34.156,98.236,83.06,46450,40172,27946,482,0,0,17870,0.0
08.18:08:41,1380,0.0,0.9885,0.0,33016,14064,10091,3973,1.2878,0.0,35292,33432,34.156,98.234,83.06,46450,40173,27980,490,0,0,17870,0.0
08.18:08:51,1390,0.0,0.9885,0.0,32940,14079,10103,3976,1.2878,0.0,35292,33390,34.156,98.234,83.06,46457,40173,27900,494,0,0,17870,0.0
08.18:09:01,1400,0.0,0.9878,0.0,33131,14084,10090,3994,1.2878,0.0,35282,33423,34.156,98.234,83.06,46451,40173,27940,507,0,0,17870,0.0
08.18:09:11,1410,0.0,0.9878,0.0,33047,14082,10111,3971,1.2878,0.0,35331,33398,34.156,98.235,83.059,46459,40181,27997,495,0,0,17870,0.0
08.18:09:21,1420,0.0,0.9878,0.0,32996,14065,10095,3970,1.2878,0.0,35320,33418,34.156,98.234,83.059,46455,40189,27997,481,0,0,17870,0.0
08.18:09:31,1430,0.0,0.9885,0.0,33044,14065,10103,3962,1.2878,0.0,35295,33440,34.156,98.235,83.06,46456,40166,27942,491,0,0,17870,0.0
08.18:09:41,1440,0.0,0.9878,0.0,32993,14073,10097,3976,1.2878,0.0,35294,33424,34.156,98.235,83.06,46455,40174,27901,484,0,0,17870,0.0
08.18:09:51,1450,0.0,0.9885,0.0,33057,14070,10098,3972,1.2878,0.0,35285,33410,34.188,98.23700000000001,83.06,46454,40174,27939,482,0,0,17870,0.0
08.18:10:01,1460,0.0,0.9885,0.0,33091,14105,10090,4015,1.2878,0.0,35290,33429,34.188,98.235,83.059,46453,40190,27975,499,0,0,17870,0.0
08.18:10:11,1470,0.0,0.9885,0.0,33178,14095,10091,4004,1.2878,0.0,35308,33432,34.156,98.234,83.06,46456,40174,28046,497,0,0,17870,0.0
08.18:10:21,1480,0.0,0.9885,0.0,33017,14083,10099,3984,1.2878,0.0,35320,33442,34.156,98.234,83.06,46454,40165,28019,498,0,0,17870,0.0
08.18:10:31,1490,0.0,0.9878,0.0,33069,14073,10112,3961,1.2878,0.0,35265,33449,34.188,98.236,83.06,46450,40173,27938,498,0,0,17870,0.0
08.18:10:41,1500,0.0,0.9878,0.0,33062,14080,10112,3968,1.2878,0.0,35281,33413,34.188,98.235,83.06,46448,40173,27952,495,0,0,17870,0.0
08.18:10:51,1510,0.0,0.9885,0.0,33109,14089,10098,3991,1.2878,0.0,35291,33424,34.156,98.234,83.06,46453,40172,27968,489,0,0,17870,0.0
08.18:11:01,1520,0.0,0.9885,0.0,33310,14105,10101,4004,1.2878,0.0,35312,33426,34.156,98.23299999999999,83.06,46455,40156,28022,496,0,0,17870,0.0
08.18:11:11,1530,0.0,0.9885,0.0,32995,14078,10097,3981,1.2878,0.0,35322,33453,34.188,98.234,83.059,46451,40179,28016,497,0,0,17870,0.0
08.18:11:21,1540,0.0,0.9885,0.0,32912,14092,10106,3986,1.2878,0.0,35320,33450,34.188,98.23299999999999,83.06,46449,40163,27967,496,0,0,17870,0.0
08.18:11:31,1550,0.0,0.9885,0.0,33013,14076,10097,3979,1.2878,0.0,35331,33443,34.188,98.234,83.06,46446,40163,28023,508,0,0,17870,0.0
08.18:11:41,1560,0.0,0.9878,0.0,32999,14079,10094,3985,1.2878,0.0,35316,33418,34.188,98.23200000000001,83.06,46451,40163,27995,491,0,0,17870,0.0
